Rank,Error Message,Snippet IDs
1,"mismatched input '""Test Token""' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['52444_0']
1,"mismatched input '""TEST""' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['52444_0']
1,"mismatched input '100000000' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['52444_0']
1,no viable alternative at input 'browser/Crowdsale.sol:',['52490_1']
1,"no viable alternative at input 'functionexample(stringparam1,stringparam2,stringparam3,uint256param4)public{\nif(current==address(this)){\ndothings..'",['52663_0']
1,"extraneous input ',' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['52850_3']
1,extraneous input 'stringThree' expecting ')',['52850_3']
1,"no viable alternative at input 'functionapproveAndCall(address_spender,uint256_value,bytes\n_extraData)public\nreturns(boolsuccess){\nallowance[msg.sender][_spender]=_value;\ntokenRecipientspender=tokenRecipient(_spender);\nif(approve(_spender,_value)){\nspender.receiveApproval(msg.sender,_value,this,_extraData);\nreturntrue;\n}\n'",['52712_0']
1,"mismatched input '==' expecting {'=', ';', NL}",['52960_0']
1,"no viable alternative at input 'it('ecrecover result matches address',asyncfunction'",['54420_1']
1,"mismatched input '[' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['54521_1']
1,"no viable alternative at input 'functiontest(uint_theirId,uint_myId)externalonlyOwnerOf(_testId){\n\nintmyScore;\n\ninttheirScore;\n\nTestStructstoragemyStruct=tests[_myId];\n\nTestStructstoragetheirStruct=tests[_theirId];\n'",['54594_0']
1,no viable alternative at input 'boolresult=address(contract',['54646_0']
1,"no viable alternative at input 'functiontokenTransferTwo(address_recipient,uint256_amount,uint256_rate)externalonlyOwnerreturns(bool){\nrequire(_recipient!=address(0));\nrequire(_amount<=balances[msg.sender]);\n\ntokensReceived[_recipient]=_amount;\ntokenBalance[_recipient]=_amount;\nrate[_recipient]=(_rate*10)/100;\nreceivedTokens[_recipient]=true;\n\nbalances[msg.sender]=balances[msg.sender].sub(_amount);\nbalances[_recipient]=balances[_recipient].add(_amount);\n\nemitTokensTransferred(msg.sender,_recipient,_amount,rate[_recipient]);\nreturntrue;\n'",['54672_0']
1,no viable alternative at input 'funcopSuicide(',['54660_0']
1,no viable alternative at input 'func(self*StateDB)Empty',['54660_1']
1,"mismatched input '*' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['54627_1']
1,"extraneous input '>' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['55067_0']
1,"mismatched input '>' expecting {',', ')'}",['55067_0']
1,"no viable alternative at input 'functionvalidateDoc(\nbytes32_a,\nstring_b,\nuint256_c\n)internalview\nreturns(bool,string){\n\nif(condition1'",['55013_0']
1,"no viable alternative at input 'functionmine(strings,uinti)publicviewreturns(){\nreturn(lengthof'",['55086_0']
1,no viable alternative at input 'ContractTesting{',['55137_0']
1,no viable alternative at input 'browser/dass42-test.sol:',['55458_1']
1,"mismatched input '.' expecting {'as', 'from'}",['55351_0']
1,"no viable alternative at input 'functionTransferKey(addressreceiver,string_name,uintKey_Number)\npublic{\nname=_name;\nassert(Keys[msg.sender]!=0);\nif(Keys[msg.sender]<=Key_Number)return;\n\n\n\nKeys[msg.sender]-=Key_Number;\n\nKeys[receiver]+=Key_Number;\nemitsent(msg.sender,receiver,Key_Number);\n'",['55606_0']
1,"no viable alternative at input 'functionNumberOfKeysInPossession(addressaccount)publicviewreturns(uint,string){\n\nreturnKeys[account],'",['55606_1']
1,no viable alternative at input 'functionNumberOfKeysInPossession(addressaccountsomeType',['55606_2']
1,"extraneous input '**' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['55900_0']
1,"extraneous input '**' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['55900_0']
1,no viable alternative at input 'functiontrial()publicviewreturns(uint){\n',['56358_1']
1,"extraneous input '256' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['56560_0']
1,"no viable alternative at input 'functioncreateCredentialOrg(string_shortName,.'",['56533_3']
1,"extraneous input 'tokens' expecting {'=', ';', NL}",['56656_0']
1,no viable alternative at input 'to0x0',['56656_0']
1,"mismatched input 'address' expecting {';', NL}",['56656_0']
1,"mismatched input 'burn' expecting {';', NL}",['56656_0']
1,"extraneous input 'instead' expecting {';', NL}",['56656_0']
1,"extraneous input 'enough' expecting {'=', ';', NL}",['56656_0']
1,"no viable alternative at input 'functionsafeWithdrawal()publicafterDeadline{\nif(!fundingGoalReached){\nuintamount=balanceOf[msg.sender];\nbalanceOf[msg.sender]=0;\nif(amount>0){\nif(msg.sender.send(amount)){\nemitFundTransfer(msg.sender,amount,false);\n}else{\nbalanceOf[msg.sender]=amount;\n}\n}\n}\n'",['56955_0']
1,no viable alternative at input '(YourAddress',['56697_0']
1,no viable alternative at input 'typecontract',['57030_0']
1,no viable alternative at input 'functionusuallyCheapFunction()external{\n.',['57107_0']
1,missing ')' at 'public',['57321_0']
1,"mismatched input '[' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['57321_0']
1,no viable alternative at input 'ContractB{',['57526_0']
1,"mismatched input '}' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['57592_1']
1,no viable alternative at input 'MintedCrowdsale.sol:',['57646_0']
1,no viable alternative at input 'defno_reentrancy(',['57699_3']
1,"no viable alternative at input 'functiongetStudent(string_searchHash)payablepublic{\nvarsearchHash=_searchHash;\nuniversity.transfer(msg.value);\nfor(uinti=0;i<students.length;i++)\n{\nif(keccak256(students[i].hash)==keccak256(searchHash))\n{\nemitfoundStudentInfo(students[i].fname,students[i].year,university.balance);\n}\n}\nemitfoundStudentInfo(""Failed"",""Failed"",university.balance);\n}\n}'",['57880_0']
1,"no viable alternative at input 'functiongetStudent(string_searchHash)payablepublic{\nvarsearchHash=_searchHash;\nuniversity.transfer(msg.value);\nfor(uinti=0;i<students.length;i++)\n{\nif(keccak256(students[i].hash)==keccak256(searchHash))\n{\nemitfoundStudentInfo(students[i].fname,students[i].year,\nuniversity.balance);\n}\n}\nemitfoundStudentInfo(""Failed"",""Failed"",university.balance);\n}\n}'",['57803_0']
1,no viable alternative at input 'deploysacontract',['58032_2']
1,no viable alternative at input 'functionsend(address_receiver)payable{\n_receiver.send(msg.value);\n',['58171_2']
1,"no viable alternative at input 'functiongetLastTen(uintid)constantreturns(uint[10],uint[10]){\nuint[10]memorylastX;\nuint[10]memorylastY;\nFoo[]storagearr=foo[id];\nuintlen=arr.length;\nfor(uinti=0;i<20;i++){\nif(len>i){\nlastX[20-1-i]=arr[len-1-i].x;\nlastY[20-1-i]=arr[len-1-i].y;\n}\n}\nreturn(lastX,lastY);\n'",['58132_1']
1,"no viable alternative at input 'functioncreateStudents(stringfname,stringyear,stringhash,uint256_ipfsHash)public{\nStudentmemorystudent=Student(fname,year,hash);\nstudents.push(student);\nstudentInfo(fname,year,hash);\nipfsHash.push(_ipfsHash);\n'",['58331_0']
1,"no viable alternative at input 'function__callback(bytes32myid,stringresult){\nif(msg.sender!=oraclize_cbAddress())revert();\nemitLogPriceUpdated(result);\n}\n}'",['58382_1']
1,"extraneous input 'myFunction' expecting {'(', NL}",['58368_0']
1,"extraneous input 'private' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['58368_0']
1,"no viable alternative at input 'functionupdatePriceSingle(uint256timeStamp)payable{\nif(oraclize_getPrice(""URL"")>this.balance){\nemitLogNewOraclizeQuery(""Oraclize query was NOT sent, please add some ETH to cover for the query fee"");\n}else{\nemitLogNewOraclizeQuery(""Oraclize query was sent, standing by for the answer.."");\noraclize_query(timeStamp,""URL"",""json(https://min-api.cryptocompare.com/data/histominute?fsym=ETH&tsym=USD&limit=1&aggregate=30e=CCCAGG).Data"",200000);\n}\n'",['58427_0']
1,no viable alternative at input '(userStructs[user].isUser;',['58464_0']
1,"mismatched input 'getting' expecting {'=', ';', NL}",['58532_0']
1,"extraneous input 'error' expecting {'=', ';', NL}",['58532_0']
1,no viable alternative at input 'epragmasolidity^',['58682_2']
1,no viable alternative at input 'structEntityStruct{\n\nuintentityData;\n\nstringitems[',['58939_0']
1,"extraneous input '<' expecting {<EOF>, 'pragma', 'import', 'from', '{', ',', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['58984_0']
1,"mismatched input '<' expecting {'{', 'returns', ';', NL}",['58984_0']
1,no viable alternative at input 'functionenter()publicpayable{\nif(Pause==false){\n.',['59010_2']
1,no viable alternative at input 'amp;',['59368_0']
1,no viable alternative at input 'module.exports=',['59388_0']
1,mismatched input ')' expecting '=>',['59290_0']
1,"no viable alternative at input 'RequestMapping(""/addCandidate"")\npublic'",['59536_0']
1,no viable alternative at input 'Crowd-salecontract',['59632_2']
1,"no viable alternative at input 'functionrecord(bytesscript,addresscontract'",['59727_0']
1,no viable alternative at input 'functionany(uinttimeInDays)public\n{\nuint256TotalDays=timeInDaysdays',['59878_0']
1,"mismatched input 'hour' expecting {';', NL}",['59820_1']
1,no viable alternative at input 'home/melvin/schedule/contracts/Sched.sol:',['59750_2']
1,"mismatched input 'so' expecting {'(', NL}",['59924_0']
1,"mismatched input 'we' expecting {'=', ';', NL}",['59924_0']
1,"mismatched input 'array' expecting {'=', ';', NL}",['59924_0']
1,no viable alternative at input 'studentsmapping',['59924_0']
1,missing '(' at 'student',['59924_0']
1,"no viable alternative at input 'functioninsertClientCase(bytes32clientId,bytes32caseId,stringattributes.'",['59871_2']
1,no viable alternative at input 'weiDue=100/200*1700is',['60134_1']
1,no viable alternative at input '__WEBPACK_IMPORTED_MODULE_4__ethereum_factory__.a.methods.getDeployedContractis',['59777_0']
1,"mismatched input ';' expecting {'as', 'from'}",['60169_0']
1,"no viable alternative at input 'functionbuyTokens(address_receiver)publicpayable{\nuint256_amount=msg.value;\nrequire(_receiver!=address(0));require(_amount>0);\nuint256tokensToBuy=multiply(_amount,(10*decimals))/1ethertokenPrice'",['60228_2']
1,"no viable alternative at input 'functionoraclizeQuery(string_postId)publicpayable{\n\nrequire(oraclize_getPrice(""URL"")>address(this).balance);\n\nstringmemoryquery=;'",['60336_1']
1,no viable alternative at input 'structSample{\nbytes32key;\nstringstr1;\n.',['60385_0']
1,no viable alternative at input 'Invalidnumberof',['60489_3']
1,"no viable alternative at input 'functionallowance(address_owner,address_spender)constantreturns(uintremaining)\nif'",['60298_0']
1,"extraneous input ':' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['60555_1']
1,"mismatched input 'declaration' expecting {'=', ';', NL}",['60555_1']
1,"no viable alternative at input 'functionexchange(uint256amount,boolspecialCase)externalreturns(uint256){\nlet'",['60601_0']
1,"no viable alternative at input 'functionindexOfUint(uint256[]_array,uint_value)publicpurereturns(uint256){\nboolexist;\n.'",['60581_1']
1,no viable alternative at input 'bytes32queryId=oraclize_query(<',['60639_0']
1,no viable alternative at input 'article.seller]',['60671_0']
1,no viable alternative at input 'functionrefund()publicpayablereturns(boolsuccess){\n\nif(msg.value<1ether){\nmsg.sender.send(msg.value);\nreturnfalse;\n}\nreturntrue;\n',['60910_1']
1,"extraneous input 'Token' expecting {'{', 'is'}",['60956_0']
1,no viable alternative at input 'browser/Interface1.sol:',['61075_3']
1,no viable alternative at input 'functionclaimFrom(addressminter)publicpayable{\n\nFoostoragethisFoo=fooIndex[minter];\nrequire(thisFoo.balance<amount);\n\nthisFoo.balance+=msg.value;\nthisFoo.expiresAt+=1000;\n}\n}',['60878_4']
1,"no viable alternative at input 'functioncalcBalanceFrom(addressminter,uintvalue)publicpayable{\nFoomemorythisFoo=fooIndex[minter];\n\nthisFoo.balance+=(msg.value+thisFoo.value)/value/2;\nthisFoo.expiresAt+=1000+(thisFoo.balance/10**12);\n\nemitNewBalance(thisFoo.balance,thisFoo.expiresAt);\n}\n}'",['60878_5']
1,"no viable alternative at input 'functiongetPostAddressCount(addresspost,uintrow)publicreturns(uintcount){\nreturnpostStructs[post].address'",['61402_0']
1,"no viable alternative at input 'functionMembershipPayment(string_compneyname,uint256_DistributerId,uint256_RefrenceDistributerId,uint256_AmountPaid,address_refrenceaa)publicpayable{\n\nrequire(msg.value>0.01ether);\n\nloyalitypoints(RefrenceDistributerId)\n'",['61453_1']
1,"extraneous input '=>' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['61443_0']
1,"no viable alternative at input 'varbytecode=""your smart Contract byte code""\n=>'",['61443_0']
1,"extraneous input 'exb' expecting {'(', NL}",['61766_0']
1,"extraneous input '_structaddr' expecting {',', ')'}",['61766_0']
1,missing '}' at 'import',['61766_0']
1,no viable alternative at input 'msg.sig(bytes4):',['61857_1']
1,extraneous input '1' expecting ')',['61877_0']
1,extraneous input '2' expecting ')',['61877_0']
1,"extraneous input '_destroyContract' expecting {'(', NL}",['62199_1']
1,no viable alternative at input 'k=375(initialLOG',['61932_1']
1,no viable alternative at input 'structPlace{\nuint8placeid;\nstringnameOfPlace;\n.',['62387_0']
